created_at,field1,field2,field3,field4,field5,field6,field7,field8
2025-10-17T23:40:00,soda,chocolate,specialty chocolate,,,,,
2025-10-17T23:41:00,sausage,ham,citrus fruit,other vegetables,butter,hard cheese,curd cheese,domestic eggs
2025-10-17T23:42:00,oil,fruit/vegetable juice,,,,,,
2025-10-17T23:43:00,hamburger meat,whole milk,whipped/sour cream,,,,,
2025-10-17T23:44:00,onions,yogurt,frozen vegetables,,,,,
2025-10-17T23:45:00,pork,cat food,,,,,,
2025-10-17T23:46:00,pip fruit,yogurt,sliced cheese,frozen vegetables,domestic eggs,pickled vegetables,specialty vegetables,female sanitary products
2025-10-17T23:47:00,pork,beef,root vegetables,curd,sliced cheese,soda,canned beer,
2025-10-17T23:48:00,citrus fruit,pip fruit,,,,,,
2025-10-17T23:49:00,yogurt,pastry,,,,,,
2025-10-17T23:50:00,frankfurter,other vegetables,yogurt,beverages,hard cheese,rolls/buns,canned fish,soda
2025-10-17T23:51:00,frankfurter,ham,pip fruit,domestic eggs,,,,
2025-10-17T23:52:00,brown bread,,,,,,,
2025-10-17T23:53:00,root vegetables,herbs,other vegetables,yogurt,brandy,salty snack,waffles,skin care
2025-10-17T23:54:00,dish cleaner,napkins,,,,,,
2025-10-17T23:55:00,yogurt,organic products,shopping bags,,,,,
2025-10-17T23:56:00,sausage,pip fruit,other vegetables,yogurt,mustard,fruit/vegetable juice,shopping bags,
2025-10-17T23:57:00,sauces,specialty chocolate,,,,,,
2025-10-17T23:58:00,brown bread,pastry,pasta,,,,,
2025-10-17T23:59:00,citrus fruit,tropical fruit,whole milk,butter milk,beverages,soda,shopping bags,
2025-10-18T00:00:00,cream cheese,ice cream,white bread,specialty chocolate,,,,
2025-10-18T00:01:00,beverages,soft cheese,rolls/buns,sugar,misc. beverages,candy,,
2025-10-18T00:02:00,curd,whipped/sour cream,pudding powder,candy,flower (seeds),shopping bags,,
2025-10-18T00:03:00,ice cream,chocolate marshmallow,,,,,,
2025-10-18T00:04:00,hard cheese,soda,,,,,,
2025-10-18T00:05:00,detergent,decalcifier,hygiene articles,,,,,
2025-10-18T00:06:00,bottled water,soda,bottled beer,dental care,,,,
2025-10-18T00:07:00,soda,specialty bar,,,,,,
2025-10-18T00:08:00,pip fruit,other vegetables,whipped/sour cream,oil,,,,
2025-10-18T00:09:00,whole milk,butter milk,yogurt,,,,,
2025-10-18T00:10:00,waffles,,,,,,,
2025-10-18T00:11:00,sausage,other vegetables,dessert,canned vegetables,,,,
2025-10-18T00:12:00,chicken,pip fruit,UHT-milk,bottled water,bottled beer,shopping bags,,
2025-10-18T00:13:00,beverages,rolls/buns,,,,,,
2025-10-18T00:14:00,ice cream,frozen dessert,salty snack,,,,,
2025-10-18T00:15:00,butter,sliced cheese,misc. beverages,fruit/vegetable juice,,,,
2025-10-18T00:16:00,beverages,waffles,,,,,,
2025-10-18T00:17:00,frankfurter,tropical fruit,dessert,rolls/buns,brown bread,seasonal products,flower (seeds),
2025-10-18T00:18:00,detergent,,,,,,,
2025-10-18T00:19:00,sausage,citrus fruit,pip fruit,whole milk,curd,domestic eggs,margarine,newspapers
2025-10-18T00:20:00,chicken,other vegetables,whole milk,cream cheese,hygiene articles,,,
2025-10-18T00:21:00,yogurt,bottled beer,liquor (appetizer),chewing gum,,,,
2025-10-18T00:22:00,whole milk,yogurt,oil,bottled water,bottled beer,salty snack,specialty chocolate,
2025-10-18T00:23:00,yogurt,bottled water,,,,,,
2025-10-18T00:24:00,whipped/sour cream,,,,,,,
2025-10-18T00:25:00,whole milk,yogurt,hard cheese,rolls/buns,bottled water,,,
2025-10-18T00:26:00,citrus fruit,whole milk,butter milk,yogurt,baking powder,,,
2025-10-18T00:27:00,whole milk,,,,,,,
2025-10-18T00:28:00,citrus fruit,flour,pasta,margarine,sugar,baking powder,soda,
2025-10-18T00:29:00,pork,other vegetables,whole milk,canned fish,coffee,specialty bar,candy,
2025-10-18T00:30:00,beverages,,,,,,,
2025-10-18T00:31:00,UHT-milk,hygiene articles,cling film/bags,newspapers,,,,
2025-10-18T00:32:00,beef,whole milk,frozen vegetables,sweet spreads,candy,dish cleaner,dental care,photo/film
2025-10-18T00:33:00,other vegetables,,,,,,,
2025-10-18T00:34:00,whole milk,yogurt,rolls/buns,bottled water,,,,
2025-10-18T00:35:00,frankfurter,citrus fruit,tropical fruit,other vegetables,whole milk,candles,,
2025-10-18T00:36:00,yogurt,rolls/buns,pastry,soda,,,,
2025-10-18T00:37:00,canned beer,,,,,,,
2025-10-18T00:38:00,canned beer,,,,,,,
2025-10-18T00:39:00,other vegetables,yogurt,whipped/sour cream,newspapers,,,,
2025-10-18T00:40:00,frankfurter,sausage,other vegetables,brown bread,flour,bottled water,candy,
2025-10-18T00:41:00,canned beer,,,,,,,
2025-10-18T00:42:00,pork,herbs,other vegetables,processed cheese,cake bar,,,
2025-10-18T00:43:00,frankfurter,whole milk,yogurt,processed cheese,ice cream,frozen dessert,rolls/buns,white bread
2025-10-18T00:44:00,chocolate,specialty bar,,,,,,
2025-10-18T00:45:00,citrus fruit,tropical fruit,fruit/vegetable juice,,,,,
2025-10-18T00:46:00,specialty fat,sugar,cat food,,,,,
2025-10-18T00:47:00,spread cheese,rolls/buns,brown bread,soda,,,,
2025-10-18T00:48:00,whole milk,beverages,bottled water,cake bar,newspapers,,,
2025-10-18T00:49:00,whole milk,pastry,,,,,,
2025-10-18T00:50:00,whole milk,pastry,,,,,,
2025-10-18T00:51:00,hygiene articles,,,,,,,
2025-10-18T00:52:00,beef,citrus fruit,root vegetables,whole milk,rolls/buns,pastry,coffee,seasonal products
2025-10-18T00:53:00,meat,beef,root vegetables,butter,flour,fruit/vegetable juice,whisky,white wine
2025-10-18T00:54:00,beef,other vegetables,whole milk,rolls/buns,,,,
2025-10-18T00:55:00,pip fruit,whole milk,yogurt,,,,,
2025-10-18T00:56:00,other vegetables,rolls/buns,,,,,,
2025-10-18T00:57:00,hamburger meat,yogurt,rolls/buns,artif. sweetener,sauces,dish cleaner,dishes,
2025-10-18T00:58:00,rolls/buns,specialty chocolate,,,,,,
2025-10-18T00:59:00,instant coffee,,,,,,,
2025-10-18T01:00:00,canned beer,,,,,,,
2025-10-18T01:01:00,pork,rolls/buns,soda,,,,,
2025-10-18T01:02:00,pork,beverages,flour,margarine,bottled beer,,,
2025-10-18T01:03:00,tropical fruit,berries,root vegetables,whole milk,yogurt,cream cheese,rolls/buns,bottled water
2025-10-18T01:04:00,whole milk,cat food,bottled water,napkins,,,,
2025-10-18T01:05:00,frankfurter,meat,berries,root vegetables,butter,whipped/sour cream,frozen vegetables,domestic eggs
2025-10-18T01:06:00,beverages,processed cheese,,,,,,
2025-10-18T01:07:00,pip fruit,rolls/buns,sugar,sauces,newspapers,,,
2025-10-18T01:08:00,pip fruit,root vegetables,other vegetables,whole milk,yogurt,,,
2025-10-18T01:09:00,frankfurter,sausage,meat,pip fruit,yogurt,rolls/buns,bottled water,soda
2025-10-18T01:10:00,sausage,pip fruit,bottled water,,,,,
2025-10-18T01:11:00,long life bakery product,,,,,,,
2025-10-18T01:12:00,bottled water,,,,,,,
2025-10-18T01:13:00,beef,root vegetables,other vegetables,whipped/sour cream,,,,
2025-10-18T01:14:00,domestic eggs,dish cleaner,hygiene articles,,,,,
2025-10-18T01:15:00,oil,margarine,bottled water,red/blush wine,waffles,,,
2025-10-18T01:16:00,meat,tropical fruit,pip fruit,other vegetables,butter,pastry,,
2025-10-18T01:17:00,processed cheese,rolls/buns,soda,,,,,
2025-10-18T01:18:00,sausage,pork,spread cheese,frozen vegetables,pastry,,,
2025-10-18T01:19:00,citrus fruit,curd,,,,,,
2025-10-18T01:20:00,frozen vegetables,,,,,,,
2025-10-18T01:21:00,sausage,rolls/buns,shopping bags,,,,,
2025-10-18T01:22:00,pastry,candles,,,,,,
2025-10-18T01:23:00,pork,hamburger meat,,,,,,
2025-10-18T01:24:00,berries,other vegetables,whole milk,whipped/sour cream,,,,
2025-10-18T01:25:00,whole milk,yogurt,whipped/sour cream,sugar,,,,
2025-10-18T01:26:00,ham,rolls/buns,,,,,,
2025-10-18T01:27:00,packaged fruit/vegetables,processed cheese,frozen vegetables,bottled water,fruit/vegetable juice,snack products,candy,
2025-10-18T01:28:00,packaged fruit/vegetables,,,,,,,
2025-10-18T01:29:00,rolls/buns,canned beer,,,,,,
2025-10-18T01:30:00,whole milk,butter milk,domestic eggs,,,,,
2025-10-18T01:31:00,whole milk,,,,,,,
2025-10-18T01:32:00,sausage,pork,berries,other vegetables,whole milk,rolls/buns,brown bread,roll products
2025-10-18T01:33:00,white bread,flour,oil,sugar,coffee,bottled water,salty snack,
2025-10-18T01:34:00,rolls/buns,bottled water,,,,,,
2025-10-18T01:35:00,bottled water,,,,,,,
2025-10-18T01:36:00,other vegetables,soda,bottled beer,shopping bags,,,,
2025-10-18T01:37:00,frankfurter,rolls/buns,napkins,,,,,
2025-10-18T01:38:00,frankfurter,rolls/buns,salt,canned beer,newspapers,,,
2025-10-18T01:39:00,frankfurter,butter,rolls/buns,semi-finished bread,misc. beverages,shopping bags,,
2025-10-18T01:40:00,rolls/buns,pastry,soda,,,,,
2025-10-18T01:41:00,sausage,coffee,bottled water,,,,,
2025-10-18T01:42:00,brown bread,bottled water,bottled beer,,,,,
2025-10-18T01:43:00,UHT-milk,margarine,bottled water,soda,,,,
2025-10-18T01:44:00,pip fruit,yogurt,,,,,,
2025-10-18T01:45:00,whole milk,coffee,,,,,,
2025-10-18T01:46:00,processed cheese,,,,,,,
2025-10-18T01:47:00,hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns,zwieback,margarine,flower (seeds)
2025-10-18T01:48:00,beef,root vegetables,herbs,curd,rolls/buns,bottled beer,,
2025-10-18T01:49:00,whole milk,brown bread,bottled beer,,,,,
2025-10-18T01:50:00,hamburger meat,citrus fruit,other vegetables,whole milk,curd,yogurt,misc. beverages,
2025-10-18T01:51:00,pasta,fruit/vegetable juice,,,,,,
2025-10-18T01:52:00,tropical fruit,butter,brown bread,,,,,
2025-10-18T01:53:00,whole milk,bottled water,,,,,,
2025-10-18T01:54:00,sausage,,,,,,,
2025-10-18T01:55:00,rolls/buns,soda,specialty bar,,,,,
2025-10-18T01:56:00,sliced cheese,rolls/buns,canned beer,,,,,
2025-10-18T01:57:00,rolls/buns,fruit/vegetable juice,long life bakery product,newspapers,,,,
2025-10-18T01:58:00,sausage,,,,,,,
2025-10-18T01:59:00,pastry,fruit/vegetable juice,,,,,,
2025-10-18T02:00:00,rolls/buns,soda,,,,,,
2025-10-18T02:01:00,pork,beef,whole milk,condensed milk,domestic eggs,fruit/vegetable juice,sparkling wine,salty snack
2025-10-18T02:02:00,other vegetables,UHT-milk,rolls/buns,pastry,bottled water,soda,,
2025-10-18T02:03:00,domestic eggs,soda,,,,,,
2025-10-18T02:04:00,ham,beef,citrus fruit,tropical fruit,cream cheese,bottled water,newspapers,
2025-10-18T02:05:00,soda,canned beer,,,,,,
2025-10-18T02:06:00,specialty chocolate,,,,,,,
2025-10-18T02:07:00,pork,,,,,,,
2025-10-18T02:08:00,other vegetables,,,,,,,
2025-10-18T02:09:00,onions,whole milk,butter,frozen fish,,,,
2025-10-18T02:10:00,tropical fruit,rolls/buns,bottled water,,,,,
2025-10-18T02:11:00,pip fruit,whole milk,curd,whipped/sour cream,salt,,,
2025-10-18T02:12:00,sausage,hamburger meat,tropical fruit,cream cheese,fruit/vegetable juice,,,
2025-10-18T02:13:00,rolls/buns,,,,,,,
2025-10-18T02:14:00,hamburger meat,root vegetables,other vegetables,roll products,,,,
2025-10-18T02:15:00,citrus fruit,tropical fruit,pip fruit,pastry,coffee,chocolate,,
2025-10-18T02:16:00,whole milk,yogurt,frozen potato products,brown bread,napkins,,,
2025-10-18T02:17:00,root vegetables,other vegetables,,,,,,
2025-10-18T02:18:00,chewing gum,,,,,,,
2025-10-18T02:19:00,beef,root vegetables,,,,,,
2025-10-18T02:20:00,rolls/buns,,,,,,,
2025-10-18T02:21:00,citrus fruit,shopping bags,,,,,,
2025-10-18T02:22:00,snack products,chocolate,,,,,,
2025-10-18T02:23:00,sausage,ham,chicken,turkey,cake bar,,,
2025-10-18T02:24:00,mustard,,,,,,,
2025-10-18T02:25:00,sausage,pork,soda,,,,,
2025-10-18T02:26:00,frozen meals,frozen fish,chocolate,,,,,
2025-10-18T02:27:00,sausage,citrus fruit,other vegetables,yogurt,hard cheese,pastry,canned vegetables,soda
2025-10-18T02:28:00,spread cheese,rolls/buns,,,,,,
2025-10-18T02:29:00,sausage,rolls/buns,soda,,,,,
2025-10-18T02:30:00,herbs,whole milk,,,,,,
2025-10-18T02:31:00,tropical fruit,other vegetables,,,,,,
2025-10-18T02:32:00,frankfurter,meat,hamburger meat,citrus fruit,whole milk,cream cheese,domestic eggs,pastry
2025-10-18T02:33:00,domestic eggs,margarine,bottled water,,,,,
2025-10-18T02:34:00,sausage,other vegetables,,,,,,
2025-10-18T02:35:00,citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,specialty cheese,,
2025-10-18T02:36:00,pip fruit,root vegetables,butter milk,frozen vegetables,rolls/buns,misc. beverages,fruit/vegetable juice,newspapers
2025-10-18T02:37:00,onions,yogurt,flour,sugar,bottled water,fruit/vegetable juice,red/blush wine,hair spray
2025-10-18T02:38:00,frankfurter,domestic eggs,rolls/buns,,,,,
2025-10-18T02:39:00,shopping bags,,,,,,,
2025-10-18T02:40:00,bottled beer,,,,,,,
2025-10-18T02:41:00,frankfurter,root vegetables,onions,condensed milk,mayonnaise,frozen vegetables,Instant food products,
2025-10-18T02:42:00,whole milk,spread cheese,,,,,,
2025-10-18T02:43:00,soda,hygiene articles,napkins,,,,,
2025-10-18T02:44:00,beef,herbs,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,mayonnaise
2025-10-18T02:45:00,bottled water,chocolate,,,,,,
2025-10-18T02:46:00,sausage,,,,,,,
2025-10-18T02:47:00,ice cream,,,,,,,
2025-10-18T02:48:00,tropical fruit,cat food,bottled water,soda,bottled beer,white wine,hygiene articles,
2025-10-18T02:49:00,whole milk,frozen vegetables,,,,,,
2025-10-18T02:50:00,yogurt,pastry,canned beer,red/blush wine,,,,
2025-10-18T02:51:00,herbs,misc. beverages,shopping bags,,,,,
2025-10-18T02:52:00,whole milk,tea,bottled beer,napkins,cling film/bags,,,
2025-10-18T02:53:00,meat,curd,white bread,,,,,
2025-10-18T02:54:00,frankfurter,pip fruit,other vegetables,whole milk,butter,yogurt,fruit/vegetable juice,shopping bags
2025-10-18T02:55:00,citrus fruit,whole milk,yogurt,softener,hygiene articles,,,
2025-10-18T02:56:00,canned beer,candy,,,,,,
2025-10-18T02:57:00,chicken,soda,canned beer,liquor (appetizer),newspapers,,,
2025-10-18T02:58:00,yogurt,waffles,,,,,,
2025-10-18T02:59:00,beef,yogurt,spread cheese,margarine,salty snack,,,
2025-10-18T03:00:00,whipped/sour cream,candy,,,,,,
2025-10-18T03:01:00,pip fruit,root vegetables,whole milk,whipped/sour cream,processed cheese,white bread,flour,fruit/vegetable juice
2025-10-18T03:02:00,frankfurter,whole milk,rolls/buns,pastry,soda,specialty chocolate,,
2025-10-18T03:03:00,soda,,,,,,,
2025-10-18T03:04:00,pip fruit,yogurt,bottled water,canned beer,chewing gum,napkins,,
2025-10-18T03:05:00,citrus fruit,tropical fruit,whipped/sour cream,rolls/buns,candy,newspapers,,
2025-10-18T03:06:00,whole milk,,,,,,,
2025-10-18T03:07:00,root vegetables,onions,other vegetables,whole milk,whipped/sour cream,specialty cheese,frozen meals,rolls/buns
2025-10-18T03:08:00,sausage,whipped/sour cream,white bread,baking powder,,,,
2025-10-18T03:09:00,liver loaf,ham,pip fruit,root vegetables,other vegetables,whole milk,curd,dessert
2025-10-18T03:10:00,soda,,,,,,,
2025-10-18T03:11:00,root vegetables,liquor,shopping bags,,,,,
2025-10-18T03:12:00,other vegetables,cream cheese,white bread,jam,coffee,bottled water,soda,fruit/vegetable juice
2025-10-18T03:13:00,tropical fruit,whole milk,spread cheese,cat food,coffee,bottled water,soda,misc. beverages
2025-10-18T03:14:00,butter,oil,cling film/bags,,,,,
2025-10-18T03:15:00,sausage,pip fruit,hard cheese,rolls/buns,soda,,,
2025-10-18T03:16:00,butter,,,,,,,
2025-10-18T03:17:00,whole milk,brown bread,chocolate,house keeping products,newspapers,,,
2025-10-18T03:18:00,other vegetables,whole milk,whipped/sour cream,specialty cheese,white bread,cat food,bottled water,
2025-10-18T03:19:00,whole milk,yogurt,pastry,soda,misc. beverages,shopping bags,,
2025-10-18T03:20:00,white bread,,,,,,,
2025-10-18T03:21:00,pork,,,,,,,
2025-10-18T03:22:00,whipped/sour cream,sliced cheese,frozen dessert,hygiene articles,napkins,,,
2025-10-18T03:23:00,yogurt,frozen fish,ice cream,,,,,
2025-10-18T03:24:00,butter milk,tea,fruit/vegetable juice,bottled beer,red/blush wine,shopping bags,,
2025-10-18T03:25:00,yogurt,whipped/sour cream,hard cheese,ketchup,,,,
2025-10-18T03:26:00,other vegetables,whole milk,coffee,,,,,
2025-10-18T03:27:00,pastry,,,,,,,
2025-10-18T03:28:00,yogurt,rolls/buns,misc. beverages,,,,,
2025-10-18T03:29:00,citrus fruit,whole milk,butter,yogurt,zwieback,jam,dishes,
2025-10-18T03:30:00,condensed milk,coffee,,,,,,
2025-10-18T03:31:00,root vegetables,pastry,,,,,,
2025-10-18T03:32:00,other vegetables,oil,,,,,,
2025-10-18T03:33:00,citrus fruit,rolls/buns,snack products,,,,,
2025-10-18T03:34:00,frankfurter,photo/film,,,,,,
2025-10-18T03:35:00,sausage,,,,,,,
2025-10-18T03:36:00,other vegetables,,,,,,,
2025-10-18T03:37:00,herbs,,,,,,,
2025-10-18T03:38:00,ham,pip fruit,other vegetables,cream cheese,pastry,bottled beer,,
2025-10-18T03:39:00,root vegetables,yogurt,beverages,flour,,,,
2025-10-18T03:40:00,soda,,,,,,,
2025-10-18T03:41:00,sausage,beef,hamburger meat,yogurt,soft cheese,cream cheese,domestic eggs,rolls/buns
2025-10-18T03:42:00,frankfurter,pip fruit,frozen vegetables,fruit/vegetable juice,nut snack,,,
2025-10-18T03:43:00,bottled water,,,,,,,
2025-10-18T03:44:00,meat,citrus fruit,whole milk,spread cheese,,,,
2025-10-18T03:45:00,ham,root vegetables,butter,bottled water,white wine,,,
2025-10-18T03:46:00,sugar,canned beer,,,,,,
2025-10-18T03:47:00,chicken,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,,
2025-10-18T03:48:00,UHT-milk,domestic eggs,sugar,fruit/vegetable juice,newspapers,,,
2025-10-18T03:49:00,beef,yogurt,rolls/buns,cat food,napkins,dishes,newspapers,
2025-10-18T03:50:00,ham,domestic eggs,brown bread,bottled water,chocolate marshmallow,seasonal products,napkins,newspapers
2025-10-18T03:51:00,rolls/buns,zwieback,chocolate marshmallow,dishes,,,,
2025-10-18T03:52:00,citrus fruit,yogurt,pastry,salt,margarine,specialty fat,cat food,specialty bar
2025-10-18T03:53:00,citrus fruit,tropical fruit,whole milk,yogurt,rolls/buns,pastry,semi-finished bread,bottled beer
2025-10-18T03:54:00,cat food,coffee,,,,,,
2025-10-18T03:55:00,hard cheese,honey,candy,,,,,
2025-10-18T03:56:00,frankfurter,other vegetables,whole milk,yogurt,cream cheese,rolls/buns,pastry,coffee
2025-10-18T03:57:00,bottled beer,,,,,,,
2025-10-18T03:58:00,yogurt,spread cheese,rolls/buns,soda,canned beer,shopping bags,,
2025-10-18T03:59:00,frankfurter,sausage,chicken,other vegetables,frozen meals,salt,sugar,soups
2025-10-18T04:00:00,rolls/buns,soda,newspapers,,,,,
2025-10-18T04:01:00,whole milk,beverages,bottled water,soda,cake bar,newspapers,,
2025-10-18T04:02:00,meat,beef,onions,white wine,dishes,,,
2025-10-18T04:03:00,curd,napkins,,,,,,
2025-10-18T04:04:00,beverages,white bread,pastry,newspapers,shopping bags,,,
2025-10-18T04:05:00,frankfurter,whole milk,UHT-milk,hard cheese,mayonnaise,rolls/buns,brown bread,margarine
2025-10-18T04:06:00,sausage,pork,beef,root vegetables,butter,yogurt,spread cheese,rolls/buns
2025-10-18T04:07:00,sausage,pip fruit,whole milk,rolls/buns,soda,chewing gum,shopping bags,
2025-10-18T04:08:00,meat,other vegetables,,,,,,
2025-10-18T04:09:00,sausage,tropical fruit,pip fruit,rolls/buns,pastry,margarine,,
2025-10-18T04:10:00,whole milk,rolls/buns,pastry,,,,,
2025-10-18T04:11:00,canned beer,,,,,,,
2025-10-18T04:12:00,frankfurter,citrus fruit,tropical fruit,pip fruit,other vegetables,whole milk,curd,yogurt
2025-10-18T04:13:00,long life bakery product,,,,,,,
2025-10-18T04:14:00,pork,butter,hard cheese,cream cheese,,,,
2025-10-18T04:15:00,pip fruit,other vegetables,whole milk,butter,curd,rolls/buns,margarine,baking powder
2025-10-18T04:16:00,bottled beer,,,,,,,
2025-10-18T04:17:00,pork,tropical fruit,root vegetables,onions,other vegetables,shopping bags,,
2025-10-18T04:18:00,bottled water,white wine,newspapers,,,,,
2025-10-18T04:19:00,whole milk,domestic eggs,brown bread,photo/film,,,,
2025-10-18T04:20:00,curd,dessert,soda,fruit/vegetable juice,candy,hygiene articles,shopping bags,
2025-10-18T04:21:00,tropical fruit,pip fruit,UHT-milk,rolls/buns,pastry,salt,,
2025-10-18T04:22:00,pip fruit,other vegetables,whole milk,yogurt,brown bread,pastry,,
2025-10-18T04:23:00,chicken,beef,tropical fruit,root vegetables,onions,other vegetables,pickled vegetables,canned fish
2025-10-18T04:24:00,whole milk,newspapers,,,,,,
2025-10-18T04:25:00,citrus fruit,other vegetables,yogurt,spread cheese,rolls/buns,soda,chocolate,newspapers
